frequency_rank,seed_to_candidate_transform,seed_substituent,candidate_substituent,mmp_edit_class,variable_heavy_atom_delta,candidate_count,seed_count,unique_candidate_molecules,ambiguous_explanation_count,mean_morgan_to_seed,median_morgan_to_seed,median_core_heavy_atoms
21422,O=[N+]([O-])C[*:1]>>O=[N+]([O-])[*:1],O=[N+]([O-])C[*:1],O=[N+]([O-])[*:1],substituent_truncation,-1.0,1,1,1,0,0.5,0.5,6.0
21423,O=[N+]([O-])C[*:1]>>O=[N+]([O-])[CH][*:1],O=[N+]([O-])C[*:1],O=[N+]([O-])[CH][*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.44827586,0.44827586,6.0
21424,O=[N+]([O-])[*:1]>>CS(=O)(=O)O[*:1],O=[N+]([O-])[*:1],CS(=O)(=O)O[*:1],substituent_growth,2.0,1,1,1,0,0.7090909,0.7090909,21.0
21425,O=[N+]([O-])[*:1]>>CS(=O)O[*:1],O=[N+]([O-])[*:1],CS(=O)O[*:1],substituent_growth,1.0,1,1,1,0,0.67241377,0.67241377,21.0
21426,O=[N+]([O-])[*:1]>>C[*:1],O=[N+]([O-])[*:1],C[*:1],substituent_truncation,-2.0,1,1,1,0,0.7647059,0.7647059,21.0
21427,O=[N+]([O-])[*:1]>>C[PH](=O)[*:1],O=[N+]([O-])[*:1],C[PH](=O)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6481481,0.6481481,16.0
21428,O=[N+]([O-])[*:1]>>F[N-][*:1],O=[N+]([O-])[*:1],F[N-][*:1],substituent_truncation,-1.0,1,1,1,0,0.5813953,0.5813953,15.0
21429,O=[N+]([O-])[*:1]>>N#CC[*:1],O=[N+]([O-])[*:1],N#CC[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.68421054,0.68421054,21.0
21430,O=[N+]([O-])[*:1]>>N[C+]([O-])[*:1],O=[N+]([O-])[*:1],N[C+]([O-])[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.7121212,0.7121212,21.0
21431,O=[N+]([O-])[*:1]>>N[N+](=O)[*:1],O=[N+]([O-])[*:1],N[N+](=O)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.8360656,0.8360656,21.0
21432,O=[N+]([O-])[*:1]>>O=C[*:1],O=[N+]([O-])[*:1],O=C[*:1],substituent_truncation,-1.0,1,1,1,1,0.6896552,0.6896552,21.0
21433,O=[N+]([O-])[*:1]>>O=P[*:1],O=[N+]([O-])[*:1],O=P[*:1],substituent_truncation,-1.0,1,1,1,0,0.5151515,0.5151515,9.0
21434,O=[N+]([O-])[*:1]>>O=[N+]([O-4])[*:1],O=[N+]([O-])[*:1],O=[N+]([O-4])[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.7826087,0.7826087,16.0
21435,O=[N+]([O-])[*:1]>>O=[N+]([O-])OC[*:1],O=[N+]([O-])[*:1],O=[N+]([O-])OC[*:1],substituent_growth,2.0,1,1,1,1,0.7457627,0.7457627,21.0
21436,O=[N+]([O-])[*:1]>>O=[N+]([O-])S(=O)[*:1],O=[N+]([O-])[*:1],O=[N+]([O-])S(=O)[*:1],substituent_growth,2.0,1,1,1,0,0.75757575,0.75757575,25.0
21437,O=[N+]([O-])[*:1]>>O=[N+]([O-])S[*:1],O=[N+]([O-])[*:1],O=[N+]([O-])S[*:1],substituent_growth,1.0,1,1,1,0,0.55172414,0.55172414,7.0
21438,O=[N+]([O-])[*:1]>>O=[N+]([O-])[N-][*:1],O=[N+]([O-])[*:1],O=[N+]([O-])[N-][*:1],substituent_growth,1.0,1,1,1,0,0.65909094,0.65909094,15.0
21439,O=[N+]([O-])[*:1]>>OB[*:1],O=[N+]([O-])[*:1],OB[*:1],substituent_truncation,-1.0,1,1,1,0,0.47058824,0.47058824,9.0
21440,O=[N+]([O-])[*:1]>>OC[*:1],O=[N+]([O-])[*:1],OC[*:1],substituent_truncation,-1.0,1,1,1,1,0.68421054,0.68421054,21.0
21441,O=[N+]([O-])[*:1]>>[O-]B(O)[*:1],O=[N+]([O-])[*:1],[O-]B(O)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.61702126,0.61702126,15.0
21442,O=[N+]([O-])[*:1]>>[O-][NH+]([O-])[*:1],O=[N+]([O-])[*:1],[O-][NH+]([O-])[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6964286,0.6964286,18.0
21443,O=[N+]([O-])[*:1]>>[O-][NH2+][*:1],O=[N+]([O-])[*:1],[O-][NH2+][*:1],substituent_truncation,-1.0,1,1,1,1,0.6938776,0.6938776,20.0
21444,O=[N+]([O-])[*:1]>>[O][*:1],O=[N+]([O-])[*:1],[O][*:1],substituent_truncation,-2.0,1,1,1,0,0.67391306,0.67391306,16.0
21445,O=[N+]([O-])c1cc([*:1])ccc1Cl>>O=[N+]([O-])c1cc(Cl)ccc1[*:1],O=[N+]([O-])c1cc([*:1])ccc1Cl,O=[N+]([O-])c1cc(Cl)ccc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6458333,0.6458333,17.0
21446,O=[N+]([O-])c1cc([*:1])ccc1Cl>>O=[N+]([O-])c1ccc(Br)c([*:1])c1,O=[N+]([O-])c1cc([*:1])ccc1Cl,O=[N+]([O-])c1ccc(Br)c([*:1])c1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.509434,0.509434,17.0
21447,O=[N+]([O-])c1cc([*:1])ccc1Cl>>[O-][n+]1cc([*:1])ccc1Cl,O=[N+]([O-])c1cc([*:1])ccc1Cl,[O-][n+]1cc([*:1])ccc1Cl,substituent_truncation,-2.0,1,1,1,0,0.61403507,0.61403507,18.0
21448,O=[N+]([O-])c1ccc(C[*:1])cc1>>O=[N+]([O-])c1ccc([*:1])cc1,O=[N+]([O-])c1ccc(C[*:1])cc1,O=[N+]([O-])c1ccc([*:1])cc1,substituent_truncation,-1.0,1,1,1,0,0.7777778,0.7777778,20.0
21449,O=[N+]([O-])c1ccc(Cl)c([*:1])c1>>O=[N+]([O-])c1cc(Br)ccc1[*:1],O=[N+]([O-])c1ccc(Cl)c([*:1])c1,O=[N+]([O-])c1cc(Br)ccc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6944444,0.6944444,19.0
21450,O=[N+]([O-])c1ccc(Cl)c([*:1])c1>>O=[N+]([O-])c1cc(Cl)ccc1[*:1],O=[N+]([O-])c1ccc(Cl)c([*:1])c1,O=[N+]([O-])c1cc(Cl)ccc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.74285716,0.74285716,19.0
21451,O=[N+]([O-])c1ccc(Cl)c([*:1])c1>>O=[N+]([O-])c1cc([*:1])ccc1Cl,O=[N+]([O-])c1ccc(Cl)c([*:1])c1,O=[N+]([O-])c1cc([*:1])ccc1Cl,equal_heavy_atom_replacement,0.0,1,1,1,0,0.74285716,0.74285716,19.0
21452,O=[N+]([O-])c1ccc(Cl)c([*:1])c1>>O=[N+]([O-])c1ccc(Cl)cc1[*:1],O=[N+]([O-])c1ccc(Cl)c([*:1])c1,O=[N+]([O-])c1ccc(Cl)cc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.74285716,0.74285716,19.0
21453,O=[N+]([O-])c1ccc(Cl)c([*:1])c1>>O=c1[nH]ccc([*:1])c1Cl,O=[N+]([O-])c1ccc(Cl)c([*:1])c1,O=c1[nH]ccc([*:1])c1Cl,substituent_truncation,-2.0,1,1,1,0,0.63013697,0.63013697,19.0
21454,O=[N+]([O-])c1ccc(Cl)c([*:1])c1>>O=c1cc(Cl)c([*:1])c[nH]1,O=[N+]([O-])c1ccc(Cl)c([*:1])c1,O=c1cc(Cl)c([*:1])c[nH]1,substituent_truncation,-2.0,1,1,1,0,0.6760563,0.6760563,19.0
21455,O=[N+]([O-])c1ccc(Cl)c([*:1])c1>>[O-][n+]1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1ccc(Cl)c([*:1])c1,[O-][n+]1ccc([*:1])c(Cl)c1,substituent_truncation,-2.0,1,1,1,0,0.6666667,0.6666667,19.0
21456,O=[N+]([O-])c1ccc(N[*:1])cc1>>[NH]S(=O)c1ccc(O[*:1])cc1,O=[N+]([O-])c1ccc(N[*:1])cc1,[NH]S(=O)c1ccc(O[*:1])cc1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5692308,0.5692308,18.0
21457,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])C1=CC(Cl)([*:1])C=C1,O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])C1=CC(Cl)([*:1])C=C1,substituent_truncation,-1.0,1,1,1,0,0.4923077,0.4923077,15.0
21458,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])c1cc(Cl)ccc1[*:1],O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1cc(Cl)ccc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.71428573,0.71428573,15.0
21459,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])c1cc([*:1])ccc1Br,O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1cc([*:1])ccc1Br,equal_heavy_atom_replacement,0.0,1,1,1,0,0.57377046,0.57377046,15.0
21460,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])c1cc([*:1])ccc1Cl,O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1cc([*:1])ccc1Cl,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6551724,0.6551724,15.0
21461,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])c1ccc(Cl)c([*:1])c1,O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1ccc(Cl)c([*:1])c1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.84615386,0.84615386,15.0
21462,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])c1ccc(Cl)cc1[*:1],O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1ccc(Cl)cc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.68421054,0.68421054,15.0
21463,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])c1ccc([*:1])[nH]1,O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1ccc([*:1])[nH]1,substituent_truncation,-2.0,1,1,1,0,0.5862069,0.5862069,15.0
21464,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])c1ccc([*:1])cc1Cl,O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1ccc([*:1])cc1Cl,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6551724,0.6551724,15.0
21465,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])c1ccc([*:1])o1,O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1ccc([*:1])o1,substituent_truncation,-2.0,1,1,1,0,0.6296296,0.6296296,15.0
21466,O=[N+]([O-])c1ccc([*:1])c(Cl)c1>>O=[N+]([O-])c1ccc([*:1])s1,O=[N+]([O-])c1ccc([*:1])c(Cl)c1,O=[N+]([O-])c1ccc([*:1])s1,substituent_truncation,-2.0,1,1,1,0,0.5762712,0.5762712,15.0
21467,O=[N+]([O-])c1ccc([*:1])c(F)c1>>O=[N+]([O-])c1ccc(F)c([*:1])c1,O=[N+]([O-])c1ccc([*:1])c(F)c1,O=[N+]([O-])c1ccc(F)c([*:1])c1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.86440676,0.86440676,15.0
21468,O=[N+]([O-])c1ccc([*:1])c(F)c1>>O=[N+]([O-])c1ccc([*:1])nc1,O=[N+]([O-])c1ccc([*:1])c(F)c1,O=[N+]([O-])c1ccc([*:1])nc1,substituent_truncation,-1.0,1,1,1,0,0.69491524,0.69491524,15.0
21469,O=[N+]([O-])c1ccc([*:1])cc1>>O=[N+]([O-])c1ccc(Br)c([*:1])c1,O=[N+]([O-])c1ccc([*:1])cc1,O=[N+]([O-])c1ccc(Br)c([*:1])c1,substituent_growth,1.0,1,1,1,0,0.78571427,0.78571427,16.0
21470,O=[N+]([O-])c1ccc([*:1])cc1>>O=[N+]([O-])c1ccc(Br)cc1[*:1],O=[N+]([O-])c1ccc([*:1])cc1,O=[N+]([O-])c1ccc(Br)cc1[*:1],substituent_growth,1.0,1,1,1,0,0.73214287,0.73214287,16.0
21471,O=[N+]([O-])c1ccc([*:1])cc1>>O=[N+]([O-])c1ccc([*:1])c(Br)c1,O=[N+]([O-])c1ccc([*:1])cc1,O=[N+]([O-])c1ccc([*:1])c(Br)c1,substituent_growth,1.0,1,1,1,0,0.78571427,0.78571427,16.0
21472,O=[N+]([O-])c1ccc([*:1])cc1>>O=[N+]([O-])c1ccc([*:1])nc1,O=[N+]([O-])c1ccc([*:1])cc1,O=[N+]([O-])c1ccc([*:1])nc1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.7457627,0.7457627,16.0
21473,O=[N+]([O-])c1ccc([*:1])cn1>>O=[N+]([O-])c1ccc([*:1])nc1,O=[N+]([O-])c1ccc([*:1])cn1,O=[N+]([O-])c1ccc([*:1])nc1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.66101694,0.66101694,14.0
21474,O=[N+]([O-])c1ccc([*:1])nc1>>O=[N+]([O-])c1ccc([*:1])cn1,O=[N+]([O-])c1ccc([*:1])nc1,O=[N+]([O-])c1ccc([*:1])cn1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6666667,0.6666667,22.0
21475,O=[N+]([O-])c1cccc([*:1])c1>>Nc1cccc([*:1])c1[N+](=O)[O-],O=[N+]([O-])c1cccc([*:1])c1,Nc1cccc([*:1])c1[N+](=O)[O-],substituent_growth,1.0,1,1,1,0,0.6764706,0.6764706,15.0
21476,O=[N+]([O-])c1cccc([*:1])c1>>O=[N+]([O-])c1ccccc1[*:1],O=[N+]([O-])c1cccc([*:1])c1,O=[N+]([O-])c1ccccc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.7721519,0.7721519,31.0
21477,O=[N+]([O-])c1ccccc1[*:1]>>Cc1cccc([N+](=O)[O-])c1[*:1],O=[N+]([O-])c1ccccc1[*:1],Cc1cccc([N+](=O)[O-])c1[*:1],substituent_growth,1.0,1,1,1,0,0.7966102,0.7966102,16.0
21478,O=[N+]([O-])c1ccccc1[*:1]>>Nc1cccc([N+](=O)[O-])c1[*:1],O=[N+]([O-])c1ccccc1[*:1],Nc1cccc([N+](=O)[O-])c1[*:1],substituent_growth,1.0,1,1,1,0,0.74545455,0.74545455,16.0
21479,O=[N+]([O-])c1ccccc1[*:1]>>O=[N+]([O-])c1sccc1[*:1],O=[N+]([O-])c1ccccc1[*:1],O=[N+]([O-])c1sccc1[*:1],substituent_truncation,-1.0,1,1,1,0,0.7118644,0.7118644,14.0
21480,O=[N+]([O-])c1ccn([*:1])n1>>O=C([O-])c1cnn([*:1])c1,O=[N+]([O-])c1ccn([*:1])n1,O=C([O-])c1cnn([*:1])c1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6363636,0.6363636,21.0
21481,O=[N+]([O-])c1ccn([*:1])n1>>O=C([O-])n1ccc([*:1])n1,O=[N+]([O-])c1ccn([*:1])n1,O=C([O-])n1ccc([*:1])n1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.53846157,0.53846157,16.0
21482,O=[N+]([O-])c1ccn([*:1])n1>>O=C1C=CN([*:1])N=C[N+]1[O-],O=[N+]([O-])c1ccn([*:1])n1,O=C1C=CN([*:1])N=C[N+]1[O-],substituent_growth,1.0,1,1,1,0,0.5405405,0.5405405,21.0
21483,O=[N+]([O-])c1ccn([*:1])n1>>O=[N+]([O-])C1C=CN([*:1])N=C1,O=[N+]([O-])c1ccn([*:1])n1,O=[N+]([O-])C1C=CN([*:1])N=C1,substituent_growth,1.0,1,1,1,0,0.6056338,0.6056338,21.0
21484,O=[N+]([O-])c1ccn([*:1])n1>>O=[N+]([O-])c1cn([*:1])nn1,O=[N+]([O-])c1ccn([*:1])n1,O=[N+]([O-])c1cn([*:1])nn1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.75,0.75,21.0
21485,O=[N+]([O-])c1ccn([*:1])n1>>O=[N+]([O-])c1cnn([*:1])n1,O=[N+]([O-])c1ccn([*:1])n1,O=[N+]([O-])c1cnn([*:1])n1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.74603176,0.74603176,21.0
21486,O=[N+]([O-])c1ccn([*:1])n1>>O=[N+]([O-])n1ccc(CO[*:1])n1,O=[N+]([O-])c1ccn([*:1])n1,O=[N+]([O-])n1ccc(CO[*:1])n1,substituent_growth,2.0,1,1,1,0,0.5846154,0.5846154,16.0
21487,O=[N+]([O-])c1ccn([*:1])n1>>[O-][n+]1ccn([*:1])c1,O=[N+]([O-])c1ccn([*:1])n1,[O-][n+]1ccn([*:1])c1,substituent_truncation,-2.0,1,1,1,0,0.60294116,0.60294116,21.0
21488,O=[N+]([O-])c1cnn([*:1])c1>>O=[N+]([O-])c1cn([*:1])cn1,O=[N+]([O-])c1cnn([*:1])c1,O=[N+]([O-])c1cn([*:1])cn1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6296296,0.6296296,12.0
21489,O=[N+]([O-])c1ncn(C[*:1])n1>>O=C(Cn1cnc([*:1])n1)N[O-],O=[N+]([O-])c1ncn(C[*:1])n1,O=C(Cn1cnc([*:1])n1)N[O-],substituent_growth,1.0,1,1,1,0,0.6031746,0.6031746,19.0
21490,O=[N+]([O-])c1ncn([*:1])n1>>O=[N+]([O-])[*:1],O=[N+]([O-])c1ncn([*:1])n1,O=[N+]([O-])[*:1],substituent_truncation,-5.0,1,1,1,1,0.64285713,0.64285713,20.0
21491,O=[N+]([O-])c1nn([*:1])cc1Cl>>N#Cc1nn([*:1])cc1[N+](=O)[O-],O=[N+]([O-])c1nn([*:1])cc1Cl,N#Cc1nn([*:1])cc1[N+](=O)[O-],substituent_growth,1.0,1,1,1,0,0.65,0.65,16.0
21492,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=P([O-])(O)c1cn([*:1])nc1Cl,O=[N+]([O-])c1nn([*:1])cc1Cl,O=P([O-])(O)c1cn([*:1])nc1Cl,substituent_growth,1.0,1,1,1,0,0.6166667,0.6166667,16.0
21493,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1cc(Cl)n([*:1])n1,O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1cc(Cl)n([*:1])n1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.62711865,0.62711865,16.0
21494,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1cc(Cl)nn1[*:1],O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1cc(Cl)nn1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.62711865,0.62711865,16.0
21495,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1cn(C[*:1])nc1Cl,O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1cn(C[*:1])nc1Cl,substituent_growth,1.0,1,1,1,0,0.66101694,0.66101694,16.0
21496,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1cn([*:1])c(Cl)n1,O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1cn([*:1])c(Cl)n1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.62711865,0.62711865,16.0
21497,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1cn([*:1])cc1Cl,O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1cn([*:1])cc1Cl,equal_heavy_atom_replacement,0.0,1,1,1,1,0.64912283,0.64912283,16.0
21498,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1cn([*:1])nc1Cl,O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1cn([*:1])nc1Cl,equal_heavy_atom_replacement,0.0,1,1,1,1,0.74545455,0.74545455,16.0
21499,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1cnc(Cl)n1[*:1],O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1cnc(Cl)n1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.62711865,0.62711865,16.0
21500,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1cnn([*:1])c1Cl,O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1cnn([*:1])c1Cl,equal_heavy_atom_replacement,0.0,1,1,1,1,0.62711865,0.62711865,16.0
21501,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1nn(C[*:1])cc1Cl,O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1nn(C[*:1])cc1Cl,substituent_growth,1.0,1,1,1,0,0.88461536,0.88461536,16.0
21502,O=[N+]([O-])c1nn([*:1])cc1Cl>>O=[N+]([O-])c1nn(Cl)cc1[*:1],O=[N+]([O-])c1nn([*:1])cc1Cl,O=[N+]([O-])c1nn(Cl)cc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.63793105,0.63793105,16.0
21503,O=[S+]1([O-])C=CC([*:1])C1>>O=C1CC([*:1])CS1,O=[S+]1([O-])C=CC([*:1])C1,O=C1CC([*:1])CS1,substituent_truncation,-1.0,1,1,1,1,0.61764705,0.61764705,20.0
21504,O=[S+]1([O-])C=CC([*:1])C1>>O=S1(=O)C=CC([*:1])C1,O=[S+]1([O-])C=CC([*:1])C1,O=S1(=O)C=CC([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6969697,0.6969697,20.0
21505,O=[S+]1([O-])C=CC([*:1])C1>>O=S1C=CC([*:1])C1,O=[S+]1([O-])C=CC([*:1])C1,O=S1C=CC([*:1])C1,substituent_truncation,-1.0,1,1,1,1,0.67164177,0.67164177,20.0
21506,O=c1[n-]c(CN[*:1])n[nH]1>>BrN[*:1],O=c1[n-]c(CN[*:1])n[nH]1,BrN[*:1],substituent_truncation,-6.0,1,1,1,0,0.61904764,0.61904764,16.0
21507,O=c1[n-]c(CN[*:1])n[nH]1>>O=c1[n-]c(BN[*:1])n[nH]1,O=c1[n-]c(CN[*:1])n[nH]1,O=c1[n-]c(BN[*:1])n[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7058824,0.7058824,16.0
21508,O=c1[n-]c(CN[*:1])n[nH]1>>O=c1[n-]c(PN[*:1])n[nH]1,O=c1[n-]c(CN[*:1])n[nH]1,O=c1[n-]c(PN[*:1])n[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7058824,0.7058824,16.0
21509,O=c1[n-]c(CN[*:1])n[nH]1>>O=c1[n-]c(SN[*:1])n[nH]1,O=c1[n-]c(CN[*:1])n[nH]1,O=c1[n-]c(SN[*:1])n[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7164179,0.7164179,16.0
21510,O=c1[n-]c(C[*:1])n[nH]1>>O=c1[n-]c(C#C[*:1])n[nH]1,O=c1[n-]c(C[*:1])n[nH]1,O=c1[n-]c(C#C[*:1])n[nH]1,substituent_growth,1.0,1,1,1,1,0.6956522,0.6956522,17.0
21511,O=c1[n-]c(C[NH2+]C[*:1])n[nH]1>>O=c1[n-]c(CC[NH2+][*:1])n[nH]1,O=c1[n-]c(C[NH2+]C[*:1])n[nH]1,O=c1[n-]c(CC[NH2+][*:1])n[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.67164177,0.67164177,14.0
21512,O=c1[n-]c(C[NH2+]C[*:1])n[nH]1>>O=c1[n-]c(C[NH2+][*:1])n[nH]1,O=c1[n-]c(C[NH2+]C[*:1])n[nH]1,O=c1[n-]c(C[NH2+][*:1])n[nH]1,substituent_truncation,-1.0,1,1,1,0,0.74603176,0.74603176,14.0
21513,O=c1[n-]c(C[NH2+][*:1])n[nH]1>>O=c1[n-]c(C[N-][*:1])n[nH]1,O=c1[n-]c(C[NH2+][*:1])n[nH]1,O=c1[n-]c(C[N-][*:1])n[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.66101694,0.66101694,14.0
21514,O=c1[n-]c([*:1])n[nH]1>>O=C1[N-][N+](=O)N=C1[*:1],O=c1[n-]c([*:1])n[nH]1,O=C1[N-][N+](=O)N=C1[*:1],substituent_growth,1.0,1,1,1,1,0.64788735,0.64788735,18.0
21515,O=c1[n-]c([*:1])n[nH]1>>O=S1[N-]C([*:1])=NN1,O=c1[n-]c([*:1])n[nH]1,O=S1[N-]C([*:1])=NN1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.64788735,0.64788735,18.0
21516,O=c1[n-]c([*:1])n[nH]1>>O=[PH]1[N-]C([*:1])=NN1,O=c1[n-]c([*:1])n[nH]1,O=[PH]1[N-]C([*:1])=NN1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.64788735,0.64788735,18.0
21517,O=c1[n-]c([*:1])n[nH]1>>O=c1[n-][nH]c(=O)n1[*:1],O=c1[n-]c([*:1])n[nH]1,O=c1[n-][nH]c(=O)n1[*:1],substituent_growth,1.0,1,1,1,1,0.63380283,0.63380283,18.0
21518,O=c1[n-]c([*:1])n[nH]1>>O=c1[n-][nH]nc1[*:1],O=c1[n-]c([*:1])n[nH]1,O=c1[n-][nH]nc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.7164179,0.7164179,18.0
21519,O=c1[n-]c([*:1])n[nH]1>>O=c1[n-]c(=O)n([*:1])[nH]1,O=c1[n-]c([*:1])n[nH]1,O=c1[n-]c(=O)n([*:1])[nH]1,substituent_growth,1.0,1,1,1,1,0.68115944,0.68115944,18.0
21520,O=c1[n-]c([*:1])n[nH]1>>O=c1[n-]c([*:1])cs1,O=c1[n-]c([*:1])n[nH]1,O=c1[n-]c([*:1])cs1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6923077,0.6923077,17.0
21521,O=c1[n-]c([*:1])n[nH]1>>O=c1[n-]c([*:1])no1,O=c1[n-]c([*:1])n[nH]1,O=c1[n-]c([*:1])no1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.73015875,0.73015875,17.0
21522,O=c1[n-]c([*:1])n[nH]1>>O=c1[n-]n([*:1])c(=O)[nH]1,O=c1[n-]c([*:1])n[nH]1,O=c1[n-]n([*:1])c(=O)[nH]1,substituent_growth,1.0,1,1,1,1,0.6571429,0.6571429,18.0
21523,O=c1[n-]c([*:1])n[nH]1>>O=c1[n-]nc([*:1])[n-]1,O=c1[n-]c([*:1])n[nH]1,O=c1[n-]nc([*:1])[n-]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.7017544,0.7017544,16.0
21524,O=c1[n-]c([*:1])n[nH]1>>O=c1[nH][n-]n1[*:1],O=c1[n-]c([*:1])n[nH]1,O=c1[nH][n-]n1[*:1],substituent_truncation,-1.0,1,1,1,1,0.65217394,0.65217394,18.0
21525,O=c1[n-]c([*:1])n[nH]1>>c1nc([*:1])n[nH]1,O=c1[n-]c([*:1])n[nH]1,c1nc([*:1])n[nH]1,substituent_truncation,-1.0,1,1,1,1,0.6911765,0.6911765,20.0
21526,O=c1[n-]ccn([*:1])c1=O>>O=c1[n-]ccn1[*:1],O=c1[n-]ccn([*:1])c1=O,O=c1[n-]ccn1[*:1],substituent_truncation,-2.0,1,1,1,0,0.8113208,0.8113208,14.0
