frequency_rank,seed_to_candidate_transform,seed_substituent,candidate_substituent,mmp_edit_class,variable_heavy_atom_delta,candidate_count,seed_count,unique_candidate_molecules,ambiguous_explanation_count,mean_morgan_to_seed,median_morgan_to_seed,median_core_heavy_atoms
165,CCC(C)[*:1]>>CC(C)C[*:1],CCC(C)[*:1],CC(C)C[*:1],equal_heavy_atom_replacement,0.0,16,16,16,4,0.68169034,0.70454544,17.0
166,C[*:1]>>CP[*:1],C[*:1],CP[*:1],substituent_growth,1.0,16,16,16,15,0.76967037,0.77334774,22.0
167,Cl[*:1]>>ClS[*:1],Cl[*:1],ClS[*:1],substituent_growth,1.0,16,16,16,11,0.7877642,0.7889676,22.0
168,Cl[*:1]>>N[*:1],Cl[*:1],N[*:1],equal_heavy_atom_replacement,0.0,16,16,16,5,0.7746043,0.7633053,18.5
169,FC(F)(F)[*:1]>>FC(F)(F)O[*:1],FC(F)(F)[*:1],FC(F)(F)O[*:1],substituent_growth,1.0,16,16,16,2,0.7282222,0.72812974,18.0
170,N#C[*:1]>>N#[N+][*:1],N#C[*:1],N#[N+][*:1],equal_heavy_atom_replacement,0.0,16,16,16,9,0.6831746,0.6909634,18.0
171,C#C[*:1]>>N#C[*:1],C#C[*:1],N#C[*:1],equal_heavy_atom_replacement,0.0,15,15,15,13,0.816808,0.8214286,20.0
172,C1CC([*:1])CO1>>C1CC([*:1])NCO1,C1CC([*:1])CO1,C1CC([*:1])NCO1,substituent_growth,1.0,15,15,15,2,0.6847189,0.6909091,17.0
173,CO[*:1]>>OC[*:1],CO[*:1],OC[*:1],equal_heavy_atom_replacement,0.0,15,15,15,11,0.7380281,0.74509805,20.0
174,C[*:1]>>COC[*:1],C[*:1],COC[*:1],substituent_growth,2.0,15,15,15,8,0.766327,0.78571427,22.0
175,C[*:1]>>[CH2+][*:1],C[*:1],[CH2+][*:1],equal_heavy_atom_replacement,0.0,15,15,15,14,0.80240226,0.8113208,20.0
176,C[*:1]>>[O-][*:1],C[*:1],[O-][*:1],equal_heavy_atom_replacement,0.0,15,15,15,11,0.8082943,0.8148148,21.0
177,Cc1ccc([*:1])cc1>>c1ccc([*:1])cc1,Cc1ccc([*:1])cc1,c1ccc([*:1])cc1,substituent_truncation,-1.0,15,15,15,4,0.8045155,0.8043478,16.0
178,Cc1ccccc1[*:1]>>c1ccc([*:1])cc1,Cc1ccccc1[*:1],c1ccc([*:1])cc1,substituent_truncation,-1.0,15,15,15,6,0.75192416,0.74545455,17.0
179,Cc1n[nH]c(C)c1[*:1]>>Cc1n[nH]c([*:1])c1C,Cc1n[nH]c(C)c1[*:1],Cc1n[nH]c([*:1])c1C,equal_heavy_atom_replacement,0.0,15,15,15,10,0.7474966,0.75,16.0
180,Cc1nnc([*:1])[nH]1>>Cc1n[nH]c([*:1])n1,Cc1nnc([*:1])[nH]1,Cc1n[nH]c([*:1])n1,equal_heavy_atom_replacement,0.0,15,15,15,11,0.7215565,0.7288136,16.0
181,Cc1noc(C)c1[*:1]>>Cc1noc([*:1])c1C,Cc1noc(C)c1[*:1],Cc1noc([*:1])c1C,equal_heavy_atom_replacement,0.0,15,15,15,11,0.7510357,0.75,18.0
182,Clc1ccc([*:1])cc1>>Clc1cccc([*:1])c1,Clc1ccc([*:1])cc1,Clc1cccc([*:1])c1,equal_heavy_atom_replacement,0.0,15,15,15,8,0.7977882,0.7894737,18.0
183,Cn1cc([*:1])cn1>>Cc1cnn([*:1])c1,Cn1cc([*:1])cn1,Cc1cnn([*:1])c1,equal_heavy_atom_replacement,0.0,15,15,15,10,0.6438194,0.65,16.0
184,Cn1ccnc1[*:1]>>Cn1cncc1[*:1],Cn1ccnc1[*:1],Cn1cncc1[*:1],equal_heavy_atom_replacement,0.0,15,15,15,11,0.6634553,0.66101694,17.0
185,FC(F)(F)[*:1]>>F[*:1],FC(F)(F)[*:1],F[*:1],substituent_truncation,-3.0,15,15,15,2,0.75348216,0.7346939,20.0
186,FC(F)(F)[*:1]>>N#C[*:1],FC(F)(F)[*:1],N#C[*:1],substituent_truncation,-2.0,15,15,15,8,0.6773356,0.69491524,20.0
187,Fc1cccc([*:1])c1>>Fc1ccc([*:1])cc1,Fc1cccc([*:1])c1,Fc1ccc([*:1])cc1,equal_heavy_atom_replacement,0.0,15,15,15,7,0.7979355,0.79310346,17.0
188,N#C[*:1]>>N#CC[*:1],N#C[*:1],N#CC[*:1],substituent_growth,1.0,15,15,15,10,0.792753,0.7735849,19.0
189,NC(=O)[*:1]>>N#C[*:1],NC(=O)[*:1],N#C[*:1],substituent_truncation,-1.0,15,15,15,12,0.70667577,0.73214287,20.0
190,c1cncc([*:1])c1>>C1=CC([*:1])=CC=NC1,c1cncc([*:1])c1,C1=CC([*:1])=CC=NC1,substituent_growth,1.0,15,15,15,6,0.5339629,0.51785713,15.0
191,Cc1conc1[*:1]>>Cc1cnoc1[*:1],Cc1conc1[*:1],Cc1cnoc1[*:1],equal_heavy_atom_replacement,0.0,15,14,15,10,0.6620636,0.6666667,17.0
192,F[*:1]>>FC(F)[*:1],F[*:1],FC(F)[*:1],substituent_growth,2.0,15,11,15,8,0.80337167,0.8103448,24.0
193,Brc1ccc([*:1])cc1>>Brc1cccc([*:1])c1,Brc1ccc([*:1])cc1,Brc1cccc([*:1])c1,equal_heavy_atom_replacement,0.0,14,14,14,10,0.78669757,0.7831197,16.0
194,C1CC(C[*:1])C1>>C1CC([*:1])C1,C1CC(C[*:1])C1,C1CC([*:1])C1,substituent_truncation,-1.0,14,14,14,11,0.7767366,0.7602459,17.5
195,C1CC([*:1])CO1>>C1COCC([*:1])C1,C1CC([*:1])CO1,C1COCC([*:1])C1,substituent_growth,1.0,14,14,14,9,0.89228976,0.8857039,17.0
196,C1CC1[*:1]>>Br[*:1],C1CC1[*:1],Br[*:1],substituent_truncation,-2.0,14,14,14,12,0.7568675,0.7477273,17.0
197,C1CC1[*:1]>>C1=CC([*:1])C1,C1CC1[*:1],C1=CC([*:1])C1,substituent_growth,1.0,14,14,14,10,0.75508535,0.7757954,20.0
198,C1CCC(C[*:1])C1>>C1CCC([*:1])C1,C1CCC(C[*:1])C1,C1CCC([*:1])C1,substituent_truncation,-1.0,14,14,14,10,0.7641339,0.75,16.0
199,C1CCC([*:1])OC1>>C1COC([*:1])C1,C1CCC([*:1])OC1,C1COC([*:1])C1,substituent_truncation,-1.0,14,14,14,10,0.9406355,0.9422864,17.0
200,CC(C)(C)[*:1]>>CC(C)(C)C[*:1],CC(C)(C)[*:1],CC(C)(C)C[*:1],substituent_growth,1.0,14,14,14,5,0.73581916,0.7541586,19.0
201,CC(C)=C[*:1]>>CC=C(C)[*:1],CC(C)=C[*:1],CC=C(C)[*:1],equal_heavy_atom_replacement,0.0,14,14,14,9,0.75011146,0.75635594,20.0
202,CCC(C)[*:1]>>CC[*:1],CCC(C)[*:1],CC[*:1],substituent_truncation,-2.0,14,14,14,5,0.6942248,0.68487,16.0
203,COc1ccc([*:1])cc1OC>>COc1ccc(OC)c([*:1])c1,COc1ccc([*:1])cc1OC,COc1ccc(OC)c([*:1])c1,equal_heavy_atom_replacement,0.0,14,14,14,0,0.7376146,0.73770493,18.0
204,C[*:1]>>C#C[*:1],C[*:1],C#C[*:1],substituent_growth,1.0,14,14,14,10,0.75572765,0.7633971,19.0
205,Cc1ccc(C)c([*:1])c1>>Cc1ccc([*:1])c(C)c1,Cc1ccc(C)c([*:1])c1,Cc1ccc([*:1])c(C)c1,equal_heavy_atom_replacement,0.0,14,14,14,7,0.85037905,0.8490566,19.0
206,Cc1ccncc1[*:1]>>Cc1cnccc1[*:1],Cc1ccncc1[*:1],Cc1cnccc1[*:1],equal_heavy_atom_replacement,0.0,14,14,14,7,0.84653676,0.85180104,17.0
207,Cc1nc([*:1])no1>>Cc1noc([*:1])n1,Cc1nc([*:1])no1,Cc1noc([*:1])n1,equal_heavy_atom_replacement,0.0,14,14,14,8,0.704866,0.7090909,16.5
208,Cc1ncccc1[*:1]>>Cc1cccnc1[*:1],Cc1ncccc1[*:1],Cc1cccnc1[*:1],equal_heavy_atom_replacement,0.0,14,14,14,12,0.75839096,0.76857924,16.5
209,Cc1nn(C)cc1[*:1]>>Cc1cn(C)nc1[*:1],Cc1nn(C)cc1[*:1],Cc1cn(C)nc1[*:1],equal_heavy_atom_replacement,0.0,14,14,14,4,0.74504,0.75431037,14.5
210,Cn1cc([*:1])cn1>>Cn1cnc([*:1])c1,Cn1cc([*:1])cn1,Cn1cnc([*:1])c1,equal_heavy_atom_replacement,0.0,14,14,14,5,0.66910547,0.67231643,17.0
211,Cn1ccnc1[*:1]>>Cn1nccc1[*:1],Cn1ccnc1[*:1],Cn1nccc1[*:1],equal_heavy_atom_replacement,0.0,14,14,14,8,0.66904074,0.67534673,16.5
212,Cn1nccc1[*:1]>>Cn1cc([*:1])cn1,Cn1nccc1[*:1],Cn1cc([*:1])cn1,equal_heavy_atom_replacement,0.0,14,14,14,7,0.68370384,0.6952837,17.5
213,FC(F)(F)[*:1]>>FB(F)[*:1],FC(F)(F)[*:1],FB(F)[*:1],substituent_truncation,-1.0,14,14,14,3,0.66922325,0.6831373,15.0
214,FC(F)[*:1]>>F[*:1],FC(F)[*:1],F[*:1],substituent_truncation,-2.0,14,14,14,8,0.77402365,0.7905702,19.0
215,FC(F)[*:1]>>N#C[*:1],FC(F)[*:1],N#C[*:1],substituent_truncation,-1.0,14,14,14,8,0.6956147,0.7093805,19.0
216,OC[*:1]>>C[*:1],OC[*:1],C[*:1],substituent_truncation,-1.0,14,14,14,9,0.7877348,0.77979803,21.5
217,c1cc([*:1])ncn1>>c1cnc([*:1])cn1,c1cc([*:1])ncn1,c1cnc([*:1])cn1,equal_heavy_atom_replacement,0.0,14,14,14,9,0.74030846,0.7413793,18.0
218,c1nc([*:1])c[nH]1>>c1ncc([*:1])[nH]1,c1nc([*:1])c[nH]1,c1ncc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,14,14,14,13,0.6680709,0.6776928,18.0
219,c1nc([*:1])cs1>>c1ncc([*:1])s1,c1nc([*:1])cs1,c1ncc([*:1])s1,equal_heavy_atom_replacement,0.0,14,14,14,13,0.6585964,0.6861673,18.0
220,C1CC(C[*:1])CO1>>C1CC([*:1])CO1,C1CC(C[*:1])CO1,C1CC([*:1])CO1,substituent_truncation,-1.0,13,13,13,7,0.75654215,0.75,19.0
221,C1CC([*:1])C1>>C1CC(C[*:1])C1,C1CC([*:1])C1,C1CC(C[*:1])C1,substituent_growth,1.0,13,13,13,5,0.72693026,0.7358491,19.0
222,C1CC2([*:1])CCC1C2>>C1CC2CCC([*:1])(C1)C2,C1CC2([*:1])CCC1C2,C1CC2CCC([*:1])(C1)C2,substituent_growth,1.0,13,13,13,0,0.91363084,0.9130435,16.0
223,C1CCC([*:1])C1>>B1CCCC1[*:1],C1CCC([*:1])C1,B1CCCC1[*:1],equal_heavy_atom_replacement,0.0,13,13,13,10,0.6812306,0.6875,15.0
224,C1CCC([*:1])C1>>C1=CC([*:1])CCC1,C1CCC([*:1])C1,C1=CC([*:1])CCC1,substituent_growth,1.0,13,13,13,9,0.68653524,0.6862745,15.0
225,CCO[*:1]>>CCOC[*:1],CCO[*:1],CCOC[*:1],substituent_growth,1.0,13,13,13,10,0.78509724,0.779661,20.0
226,CC[*:1]>>CP[*:1],CC[*:1],CP[*:1],equal_heavy_atom_replacement,0.0,13,13,13,9,0.73362064,0.73770493,20.0
227,CC[*:1]>>[CH2][*:1],CC[*:1],[CH2][*:1],substituent_truncation,-1.0,13,13,13,11,0.7060495,0.72727275,18.0
228,COC(=O)[*:1]>>COC(=O)C[*:1],COC(=O)[*:1],COC(=O)C[*:1],substituent_growth,1.0,13,13,13,7,0.73182464,0.71428573,19.0
229,COc1ccc([*:1])cc1OC>>COc1ccc([*:1])c(OC)c1,COc1ccc([*:1])cc1OC,COc1ccc([*:1])c(OC)c1,equal_heavy_atom_replacement,0.0,13,13,13,0,0.7040819,0.704918,17.0
230,C[*:1]>>NC[*:1],C[*:1],NC[*:1],substituent_growth,1.0,13,13,13,10,0.77559894,0.7777778,21.0
231,Cc1cc([*:1])no1>>Cc1nc([*:1])co1,Cc1cc([*:1])no1,Cc1nc([*:1])co1,equal_heavy_atom_replacement,0.0,13,13,13,5,0.691132,0.6964286,15.0
232,Cc1n[nH]c(C)c1[*:1]>>Cc1[nH]nc([*:1])c1C,Cc1n[nH]c(C)c1[*:1],Cc1[nH]nc([*:1])c1C,equal_heavy_atom_replacement,0.0,13,13,13,7,0.7482911,0.75438595,16.0
233,Cc1nc([*:1])cs1>>Cc1csc([*:1])n1,Cc1nc([*:1])cs1,Cc1csc([*:1])n1,equal_heavy_atom_replacement,0.0,13,13,13,8,0.71493375,0.7288136,17.0
234,Cc1nccc([*:1])n1>>Cc1ccnc([*:1])n1,Cc1nccc([*:1])n1,Cc1ccnc([*:1])n1,equal_heavy_atom_replacement,0.0,13,13,13,4,0.72575414,0.7288136,17.0
235,Cn1cc([*:1])cn1>>Cn1cc(C[*:1])cn1,Cn1cc([*:1])cn1,Cn1cc(C[*:1])cn1,substituent_growth,1.0,13,13,13,7,0.781611,0.8039216,16.0
236,FC(F)[*:1]>>C[*:1],FC(F)[*:1],C[*:1],substituent_truncation,-2.0,13,13,13,11,0.7877718,0.78,21.0
237,Fc1ccc(C[*:1])cc1>>Fc1ccc([*:1])cc1,Fc1ccc(C[*:1])cc1,Fc1ccc([*:1])cc1,substituent_truncation,-1.0,13,13,13,7,0.7842098,0.7719298,17.0
238,N[*:1]>>NC[*:1],N[*:1],NC[*:1],substituent_growth,1.0,13,13,13,8,0.7321079,0.71794873,15.0
239,O=C(O)[*:1]>>NC(=O)[*:1],O=C(O)[*:1],NC(=O)[*:1],equal_heavy_atom_replacement,0.0,13,13,13,4,0.7893167,0.7894737,16.0
240,O=[N+]([O-])[*:1]>>[O][N+](=O)[*:1],O=[N+]([O-])[*:1],[O][N+](=O)[*:1],equal_heavy_atom_replacement,0.0,13,13,13,7,0.8096572,0.81632656,20.0
241,O[*:1]>>S[*:1],O[*:1],S[*:1],equal_heavy_atom_replacement,0.0,13,13,13,9,0.75289667,0.75510204,19.0
242,c1cc([*:1])no1>>c1coc([*:1])n1,c1cc([*:1])no1,c1coc([*:1])n1,equal_heavy_atom_replacement,0.0,13,13,13,8,0.6685752,0.68333334,17.0
243,c1ccc([*:1])nc1>>c1ccc([*:1])cc1,c1ccc([*:1])nc1,c1ccc([*:1])cc1,equal_heavy_atom_replacement,0.0,13,13,13,5,0.75748867,0.7627119,18.0
244,c1cncc([*:1])c1>>C1=CC([*:1])=CN=CC1,c1cncc([*:1])c1,C1=CC([*:1])=CN=CC1,substituent_growth,1.0,13,13,13,8,0.5718551,0.5833333,18.0
245,c1coc([*:1])c1>>c1c[nH]c([*:1])c1,c1coc([*:1])c1,c1c[nH]c([*:1])c1,equal_heavy_atom_replacement,0.0,13,13,13,9,0.6618547,0.6779661,18.0
246,c1nc([*:1])cs1>>c1csc([*:1])n1,c1nc([*:1])cs1,c1csc([*:1])n1,equal_heavy_atom_replacement,0.0,13,13,13,12,0.6593846,0.67741936,18.0
247,CO[*:1]>>CS[*:1],CO[*:1],CS[*:1],equal_heavy_atom_replacement,0.0,13,12,13,12,0.7364717,0.7368421,21.0
248,Fc1ccc([*:1])c(Cl)c1>>Fc1cc(Cl)ccc1[*:1],Fc1ccc([*:1])c(Cl)c1,Fc1cc(Cl)ccc1[*:1],equal_heavy_atom_replacement,0.0,13,12,13,4,0.7605862,0.7592593,16.0
249,C1CC([*:1])C1>>C1=CC([*:1])CC1,C1CC([*:1])C1,C1=CC([*:1])CC1,substituent_growth,1.0,12,12,12,8,0.7233126,0.7334348,19.5
250,C1CC([*:1])CO1>>C1CC(C[*:1])CO1,C1CC([*:1])CO1,C1CC(C[*:1])CO1,substituent_growth,1.0,12,12,12,9,0.71758485,0.7032232,17.0
251,C1CC([*:1])CO1>>C1CC1[*:1],C1CC([*:1])CO1,C1CC1[*:1],substituent_truncation,-2.0,12,12,12,4,0.7670333,0.75821257,17.0
252,C1CCC(C[*:1])CC1>>C1CCC([*:1])CC1,C1CCC(C[*:1])CC1,C1CCC([*:1])CC1,substituent_truncation,-1.0,12,12,12,11,0.76956564,0.76778305,17.0
253,COC[*:1]>>CCO[*:1],COC[*:1],CCO[*:1],equal_heavy_atom_replacement,0.0,12,12,12,10,0.6752482,0.71043885,17.0
254,CO[*:1]>>F[*:1],CO[*:1],F[*:1],substituent_truncation,-1.0,12,12,12,11,0.77578634,0.7783699,21.5
255,COc1ccc([*:1])cc1>>COc1cccc([*:1])c1,COc1ccc([*:1])cc1,COc1cccc([*:1])c1,equal_heavy_atom_replacement,0.0,12,12,12,4,0.8065894,0.8034251,18.5
256,COc1ccc([*:1])cn1>>COc1ccc([*:1])nc1,COc1ccc([*:1])cn1,COc1ccc([*:1])nc1,equal_heavy_atom_replacement,0.0,12,12,12,8,0.6807354,0.6969697,17.0
257,C[NH+](C)C[*:1]>>C[NH+](C)[*:1],C[NH+](C)C[*:1],C[NH+](C)[*:1],substituent_truncation,-1.0,12,12,12,10,0.84376407,0.8550891,19.0
258,Cc1cc([*:1])no1>>Cc1cc([*:1])[nH]n1,Cc1cc([*:1])no1,Cc1cc([*:1])[nH]n1,equal_heavy_atom_replacement,0.0,12,12,12,9,0.64213586,0.6474308,17.0
259,Cc1ccc([*:1])cc1C>>Cc1ccc(C)c([*:1])c1,Cc1ccc([*:1])cc1C,Cc1ccc(C)c([*:1])c1,equal_heavy_atom_replacement,0.0,12,12,12,6,0.7371153,0.74106,17.0
260,Cc1nnc([*:1])o1>>Cc1nc([*:1])no1,Cc1nnc([*:1])o1,Cc1nc([*:1])no1,equal_heavy_atom_replacement,0.0,12,12,12,9,0.6554928,0.65686274,16.0
261,Cc1nnc([*:1])o1>>Cc1noc([*:1])n1,Cc1nnc([*:1])o1,Cc1noc([*:1])n1,equal_heavy_atom_replacement,0.0,12,12,12,9,0.684997,0.67913103,16.0
262,Clc1cccc([*:1])c1>>Clc1ccc([*:1])cc1,Clc1cccc([*:1])c1,Clc1ccc([*:1])cc1,equal_heavy_atom_replacement,0.0,12,12,12,5,0.80136317,0.80350876,18.5
263,Cn1cc([*:1])cn1>>Cn1nccc1[*:1],Cn1cc([*:1])cn1,Cn1nccc1[*:1],equal_heavy_atom_replacement,0.0,12,12,12,5,0.67347187,0.6895629,17.0
264,Cn1cnnc1[*:1]>>Cn1nncc1[*:1],Cn1cnnc1[*:1],Cn1nncc1[*:1],equal_heavy_atom_replacement,0.0,12,12,12,10,0.6845076,0.6871212,18.0
265,O[*:1]>>[O-][*:1],O[*:1],[O-][*:1],equal_heavy_atom_replacement,0.0,12,12,12,5,0.7811462,0.7796569,19.5
266,c1cc([*:1])cs1>>c1cc([*:1])co1,c1cc([*:1])cs1,c1cc([*:1])co1,equal_heavy_atom_replacement,0.0,12,12,12,7,0.6818938,0.69491524,17.0
267,c1cnc([*:1])cn1>>c1ncc([*:1])cn1,c1cnc([*:1])cn1,c1ncc([*:1])cn1,equal_heavy_atom_replacement,0.0,12,12,12,6,0.6808546,0.6863426,16.0
268,c1snnc1[*:1]>>c1nsnc1[*:1],c1snnc1[*:1],c1nsnc1[*:1],equal_heavy_atom_replacement,0.0,12,12,12,7,0.6906046,0.7,16.0
269,n1nc([*:1])n[n-]1>>n1n[n-]c([*:1])n1,n1nc([*:1])n[n-]1,n1n[n-]c([*:1])n1,equal_heavy_atom_replacement,0.0,12,12,12,3,0.69067293,0.68693286,19.0
270,n1nc([*:1])n[nH]1>>n1nc([*:1])n[n-]1,n1nc([*:1])n[nH]1,n1nc([*:1])n[n-]1,equal_heavy_atom_replacement,0.0,12,12,12,0,0.7249005,0.729308,21.0
271,CC[*:1]>>CC#C[*:1],CC[*:1],CC#C[*:1],substituent_growth,1.0,12,11,12,11,0.70917344,0.75403225,21.0
272,F[*:1]>>CO[*:1],F[*:1],CO[*:1],substituent_growth,1.0,12,11,12,2,0.80502456,0.7979592,20.5
273,Fc1ccc([*:1])c(Cl)c1>>Fc1ccc(Cl)c([*:1])c1,Fc1ccc([*:1])c(Cl)c1,Fc1ccc(Cl)c([*:1])c1,equal_heavy_atom_replacement,0.0,12,11,12,4,0.85153466,0.85319865,16.0
274,C1CC(C[*:1])CCO1>>C1CC([*:1])CCO1,C1CC(C[*:1])CCO1,C1CC([*:1])CCO1,substituent_truncation,-1.0,11,11,11,9,0.8411183,0.8360656,17.0
275,C1CC1CN[*:1]>>C1CC1NC[*:1],C1CC1CN[*:1],C1CC1NC[*:1],equal_heavy_atom_replacement,0.0,11,11,11,0,0.8624866,0.8947368,15.0
276,C1COC([*:1])C1>>C1CC([*:1])CO1,C1COC([*:1])C1,C1CC([*:1])CO1,equal_heavy_atom_replacement,0.0,11,11,11,8,0.7041337,0.70212764,18.0
277,C1CSC([*:1])SC1>>C1CSC([*:1])CS1,C1CSC([*:1])SC1,C1CSC([*:1])CS1,equal_heavy_atom_replacement,0.0,11,11,11,0,0.6207796,0.62222224,11.0
278,CC#C[*:1]>>C#C[*:1],CC#C[*:1],C#C[*:1],substituent_truncation,-1.0,11,11,11,10,0.7849045,0.7962963,19.0
279,CC(C)[*:1]>>CB(C)[*:1],CC(C)[*:1],CB(C)[*:1],equal_heavy_atom_replacement,0.0,11,11,11,9,0.72680706,0.74,20.0
280,COc1ccc([*:1])cc1>>COc1ccc(C[*:1])cc1,COc1ccc([*:1])cc1,COc1ccc(C[*:1])cc1,substituent_growth,1.0,11,11,11,2,0.74604833,0.74545455,18.0
281,C[*:1]>>[C][*:1],C[*:1],[C][*:1],equal_heavy_atom_replacement,0.0,11,11,11,11,0.76898646,0.7804878,18.0
282,Cc1cccc([*:1])c1>>Cc1ccc([*:1])cc1,Cc1cccc([*:1])c1,Cc1ccc([*:1])cc1,equal_heavy_atom_replacement,0.0,11,11,11,6,0.80209655,0.8135593,19.0
283,Cc1cccc([*:1])c1>>c1ccc([*:1])cc1,Cc1cccc([*:1])c1,c1ccc([*:1])cc1,substituent_truncation,-1.0,11,11,11,6,0.7746114,0.7692308,15.0
284,Cc1cccc([*:1])c1C>>Cc1cccc(C)c1[*:1],Cc1cccc([*:1])c1C,Cc1cccc(C)c1[*:1],equal_heavy_atom_replacement,0.0,11,11,11,1,0.7862021,0.78431374,17.0
285,Cc1cccnc1[*:1]>>Cc1ccncc1[*:1],Cc1cccnc1[*:1],Cc1ccncc1[*:1],equal_heavy_atom_replacement,0.0,11,11,11,9,0.6940525,0.6984127,18.0
286,Cc1cnc([*:1])cn1>>Cc1ncc([*:1])cn1,Cc1cnc([*:1])cn1,Cc1ncc([*:1])cn1,equal_heavy_atom_replacement,0.0,11,11,11,4,0.7145971,0.71929824,16.0
287,Cc1n[nH]c(C)c1[*:1]>>Cc1noc(C)c1[*:1],Cc1n[nH]c(C)c1[*:1],Cc1noc(C)c1[*:1],equal_heavy_atom_replacement,0.0,11,11,11,9,0.69254094,0.6896552,16.0
288,Cc1nc([*:1])co1>>Cc1cnc([*:1])o1,Cc1nc([*:1])co1,Cc1cnc([*:1])o1,equal_heavy_atom_replacement,0.0,11,11,11,8,0.648267,0.6451613,17.0
289,Cc1nccc([*:1])n1>>Cc1cc([*:1])ncn1,Cc1nccc([*:1])n1,Cc1cc([*:1])ncn1,equal_heavy_atom_replacement,0.0,11,11,11,4,0.68959755,0.68333334,17.0
290,Cc1nn(C)cc1[*:1]>>Cc1c([*:1])cnn1C,Cc1nn(C)cc1[*:1],Cc1c([*:1])cnn1C,equal_heavy_atom_replacement,0.0,11,11,11,2,0.6825908,0.6896552,13.0
291,Clc1ccccc1[*:1]>>Clc1cccc([*:1])c1,Clc1ccccc1[*:1],Clc1cccc([*:1])c1,equal_heavy_atom_replacement,0.0,11,11,11,5,0.7085642,0.6964286,17.0
292,Cn1cc(C[*:1])cn1>>Cn1cc([*:1])cn1,Cn1cc(C[*:1])cn1,Cn1cc([*:1])cn1,substituent_truncation,-1.0,11,11,11,5,0.7512923,0.7222222,17.0
293,Cn1nccc1[*:1]>>Cn1ccc([*:1])n1,Cn1nccc1[*:1],Cn1ccc([*:1])n1,equal_heavy_atom_replacement,0.0,11,11,11,5,0.66253436,0.6935484,19.0
294,Cn1oc([*:1])cc1=O>>Cn1oc(=O)cc1[*:1],Cn1oc([*:1])cc1=O,Cn1oc(=O)cc1[*:1],equal_heavy_atom_replacement,0.0,11,11,11,0,0.7232327,0.7222222,15.0
295,Fc1ccc([*:1])cc1Cl>>Fc1cc([*:1])ccc1Cl,Fc1ccc([*:1])cc1Cl,Fc1cc([*:1])ccc1Cl,equal_heavy_atom_replacement,0.0,11,11,11,4,0.85275286,0.8490566,16.0
296,Fc1cccc([*:1])c1>>FC1C=CC=C([*:1])C=C1,Fc1cccc([*:1])c1,FC1C=CC=C([*:1])C=C1,substituent_growth,1.0,11,11,11,5,0.5727788,0.5714286,16.0
297,Fc1ccccc1[*:1]>>Fc1cccc([*:1])c1,Fc1ccccc1[*:1],Fc1cccc([*:1])c1,equal_heavy_atom_replacement,0.0,11,11,11,5,0.7122318,0.71428573,18.0
298,N#C[*:1]>>O=C[*:1],N#C[*:1],O=C[*:1],equal_heavy_atom_replacement,0.0,11,11,11,9,0.71135795,0.72727275,21.0
299,O=C(O)[*:1]>>O=C[*:1],O=C(O)[*:1],O=C[*:1],substituent_truncation,-1.0,11,11,11,4,0.6445094,0.68,16.0
300,[NH3+][*:1]>>N[*:1],[NH3+][*:1],N[*:1],equal_heavy_atom_replacement,0.0,11,11,11,11,0.7606665,0.76,19.0
301,[NH3+][*:1]>>[NH2+][*:1],[NH3+][*:1],[NH2+][*:1],equal_heavy_atom_replacement,0.0,11,11,11,8,0.7763962,0.7735849,20.0
302,[O-][*:1]>>O[*:1],[O-][*:1],O[*:1],equal_heavy_atom_replacement,0.0,11,11,11,3,0.78701764,0.7924528,23.0
303,c1c[nH]c([*:1])c1>>c1cc([*:1])c[nH]1,c1c[nH]c([*:1])c1,c1cc([*:1])c[nH]1,equal_heavy_atom_replacement,0.0,11,11,11,8,0.69434905,0.6964286,18.0
304,c1c[nH]c([*:1])n1>>c1cc([*:1])[nH]n1,c1c[nH]c([*:1])n1,c1cc([*:1])[nH]n1,equal_heavy_atom_replacement,0.0,11,11,11,4,0.68610024,0.68333334,19.0
305,c1c[nH]c([*:1])n1>>c1ncc([*:1])[nH]1,c1c[nH]c([*:1])n1,c1ncc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,11,11,11,7,0.6791764,0.67741936,18.0
306,c1cc([*:1])n[nH]1>>c1cc([*:1])[nH]n1,c1cc([*:1])n[nH]1,c1cc([*:1])[nH]n1,equal_heavy_atom_replacement,0.0,11,11,11,6,0.67549837,0.6779661,18.0
307,c1cc([*:1])sn1>>c1ncc([*:1])s1,c1cc([*:1])sn1,c1ncc([*:1])s1,equal_heavy_atom_replacement,0.0,11,11,11,10,0.71073484,0.7096774,18.0
308,c1ccc(C[*:1])cc1>>C[*:1],c1ccc(C[*:1])cc1,C[*:1],substituent_truncation,-6.0,11,11,11,4,0.67872703,0.70212764,18.0
309,c1ccc([*:1])cc1>>C[*:1],c1ccc([*:1])cc1,C[*:1],substituent_truncation,-5.0,11,11,11,5,0.7189683,0.7307692,20.0
310,c1ccc([*:1])cc1>>Fc1ccccc1[*:1],c1ccc([*:1])cc1,Fc1ccccc1[*:1],substituent_growth,1.0,11,11,11,5,0.7630277,0.76,18.0
311,c1cnc([*:1])nc1>>c1ccc([*:1])nc1,c1cnc([*:1])nc1,c1ccc([*:1])nc1,equal_heavy_atom_replacement,0.0,11,11,11,5,0.7718985,0.7755102,16.0
